station_name,latitude,longitude,total_bikes
College St / Markham St,43.6563888888889,-79.4091666666667,17
Queen's Park Cres E / Grosvenor St - SMART,43.661803,-79.389682,16
Ling Rd / Morningside Ave,43.766663817888656,-79.18521765344238,18
Yonge St / Yorkville Ave,43.671944,-79.387778,16
1 Market St,43.6469928,-79.3706665,18
Davenport Rd / McAlpine St - SMART,43.673768,-79.391253,12
Midland Ave / Kingston Rd,43.7128578,-79.2487086,16
Firvalley Ct / Warden Ave,43.7032112,-79.2787149,19
OCAD University,43.65231552304792,-79.39091185000235,22
Galbraith Rd / King's College Rd,43.6603874468082,-79.39537831814152,16
Christie St / Benson Ave (Wychwood Barns),43.68,-79.42500000000001,19
Portland St / Wellington St W,43.64290167152932,-79.39937033134326,15
697 Lansdowne Ave ,43.659221843735615,-79.44277410244676,14
University Ave / Pearl St ,43.64836809385241,-79.3853510232788,18
Annette St / Dundas St W,43.6641174,-79.4588522,15
Parkcrest Dr / Kingston Rd,43.73596719224253,-79.21995221481933,15
Macpherson Ave / Spadina Rd,43.675791,-79.40698,13
Lawrence Ave E / Don Mills Trail,43.73458185912293,-79.35485399272919,17
Albion Rd/ Arcot Blvd,43.727621709316395,-79.55254902939286,15
Richmond St E / Yonge St,43.651838,-79.378743,15
Birchcliff Ave / Kingston Rd,43.691688,-79.265027,14
Randolph Ave / Perth Ave,43.6585504,-79.4497659,19
Bathurst St / Fort York Blvd,43.639179,-79.399595,19
Jane St / Bloor St W (Jane Subway Station),43.64976,-79.48477,14
Dundas St E / Boulton Ave - SMART,43.663148,-79.347938,13
Amos Waites Park,43.613606,-79.4883535,25
King St E / River St,43.656784782853144,-79.35627385059036,13
Lansdowne Subway Station,43.65922918158098,-79.44320901022282,23
Twelfth St / Thirteenth St,43.6002896,-79.5108692,23
Oak St / Sumach St,43.6617908,-79.361515,27
Berkeley St / Dundas St E - SMART,43.658816,-79.367318,20
Bathurst Subway Station,43.6666667,-79.41166666666668,23
King St W / Fraser Ave,43.6394444,-79.42527777777778,15
Dundas St W / St Helen's Ave - SMART,43.6504218,-79.4407647,26
Kingston Rd / Warden Ave,43.68824135931814,-79.27046628033244,14
Cruickshank Park,43.7023860650084,-79.52594758324148,14
York Mills Rd / Lesmill Rd,43.7549215557014,-79.35174838465576,13
Dufferin St / Bloor St W,43.66083333333333,-79.43583333333333,23
Pioneer Village Subway Station,43.77649016265579,-79.5085364909097,11
Church St / Alexander St,43.663722,-79.380288,34
Riverdale Park South (Broadview Ave),43.667819,-79.35347,15
552 Birchmount Rd,43.71176278859601,-79.27028152889692,15
Shaughnessy Blvd / Sheppard Ave E,43.77351462694018,-79.35306224113921,13
Jane St / Finch Ave W,43.759292283169536,-79.5183741465576,15
King St W / Wilson Park Blvd,43.6372958,-79.4423237,19
Beltline Trail / Chaplin Cres,43.704461,-79.423122,14
Howard St / Sherbourne St,43.6712581,-79.376367,29
King St W / Spadina Ave,43.645323,-79.395003,17
Benshire Dr / The Meadoway,43.76174092019504,-79.24473961415558,10
St Clarens Ave / College St,43.651238,-79.43868,13
Yonge St / Macpherson Ave,43.6791876,-79.39071899999999,14
11 Spadina Rd,43.6677246,-79.4041365,9
Victoria Park Ave / Kingston Rd,43.68035,-79.28357,14
Palmerston Ave / Dundas St W,43.651603,-79.408346,22
Strachan Ave / East Liberty St - SMART,43.63906470236988,-79.41080996164456,24
Tommy Thompson Park (Leslie Street Spit),43.65222662225532,-79.32295440954084,28
Eglinton Ave E / Mason Rd ,43.742037440522616,-79.22488680080262,11
Livingston Rd / Guildwood Pkwy,43.747854,-79.199327,18
Polson Pier,43.641675,-79.354006,22
Cherry Beach,43.637764,-79.345359,46
Little Norway Park,43.635023,-79.399505,22
Heyworth Cres / Kingston Rd,43.6750806,-79.3068697,19
Hillsdale Ave W / Yonge St,43.7029672,-79.3979073,15
Christie St / Dupont St,43.67168,-79.421192,19
Opposite 1103 Leslie St,43.72093164598881,-79.34989416350709,18
Elm St/ University Ave (East Side),43.65637299999999,-79.38781039999999,17
Queen St. E / Eastern Ave,43.667208,-79.312315,15
75 Tandridge Cres,43.729578273586064,-79.54699793872719,15
McRae Dr / Laird Dr - SMART,43.70979296822595,-79.36389214460489,24
Gerrard St E / Broadview Ave  - SMART,43.665656,-79.352055,17
Yonge St / Bloor St,43.669969,-79.386532,18
King St W / York St (2),43.647968822765,-79.38316961352653,19
Lisgar St / Dundas St W - SMART,43.6493472,-79.42668,5
College St / Henry St ,43.6591529,-79.3947953,11
Sherbourne St / Isabella St,43.669576,-79.375961,19
Yonge St / Alexander St - SMART,43.662862,-79.383572,17
Fort York Blvd / Grand Magazine St,43.63758782904466,-79.40314232209015,18
Kennedy Rd/Ranstone Gdns (Jack Goodlad Park),43.74190570940633,-79.27181887640458,14
Dundas St W / Prince Edward Dr N,43.660324268765464,-79.51154350422973,17
Royal York Rd / Lake Shore Blvd W,43.6029904,-79.4926867,16
Armoury St / Chestnut St,43.65351799690878,-79.38591063795928,13
King St E / Church St,43.65003919999999,-79.3733541,15
Humberside Grounds - SMART,43.65917,-79.46997,20
Lower Sherbourne St / The Esplanade,43.648655,-79.367061,27
Symes Rd / Glen Scarlett Rd - SMART,43.673391524931525,-79.47798367814572,16
Bloor St W / Riverside Dr,43.647663,-79.487583,22
Goodwood Park Crt / Dentonia Park,43.694826,-79.295208,19
Dundas St W / Crawford St,43.649722,-79.416944,45
Amroth Ave / Danforth Ave,43.6856128,-79.31168269999999,18
Downsview Park Subway Station - SMART,43.753107,-79.479626,20
Strachan Ave / Princes' Blvd,43.635,-79.4088888888889,19
Alameda Ave / Vaughan Rd - SMART,43.690903,-79.4375028,16
Sheppard Ave E / Leslie St,43.77114830031903,-79.36381166455688,19
Merton St / Mount Pleasant Rd,43.697819,-79.38786,23
King St W / Tecumseth St,43.64333333333333,-79.40555555555557,17
Simcoe St / King St W,43.647508351306186,-79.38604436555764,13
King St W / York St,43.6480008,-79.383177,20
Mill St / Parliament St,43.650256,-79.36163,15
Queen St E / Rhodes Ave,43.666224,-79.317693,23
Gerrard Square Mall (1010 Gerrard St E),43.668553,-79.338673,21
Jane St / Haney Ave,43.6743457123134,-79.4948437786083,17
Talbot Rd / Finch Hydro Corridor,43.78225298110634,-79.42367062831116,14
Davenport Rd / Christie St,43.675278,-79.423889,27
St. George St / Hoskin Ave,43.6637403,-79.39806449999999,15
Felstead Ave/Gillard Ave (Monarch Park),43.6791345,-79.3263159,26
Lumsden Ave / Cedarvale Ave,43.693187,-79.314283,9
Jarvis St / Maitland Pl,43.6647688,-79.3772602,16
Livingston Rd (Highland Creek Trail),43.7561681,-79.2026694,17
Hawksbury Dr / Sheppard Ave E ,43.76816239444779,-79.38312075158996,14
College Park - Yonge St Entrance,43.65988,-79.38279,25
Birchmount Rd / Kingston Rd,43.69401297794256,-79.26257204548136,15
Richmond St W / Bathurst St,43.64666748425228,-79.40299591349182,15
Kingston Rd / Ridgemoor Ave,43.70643614257429,-79.25104443353288,14
Mutual St / Shuter St (Arena Gardens),43.6559476,-79.37558829999999,17
Mabelle Park,43.645389479325615,-79.5276822170925,15
Lake Shore Blvd W / Seventeenth St,43.59841926031898,-79.51561102394257,11
111 Broadview Ave,43.6593483,-79.34993659999999,13
Colonel Danforth Park,43.7777114,-79.1659711,19
Spadina Ave / Adelaide St W,43.6472019,-79.3953394,12
Joseph J Piccininni Community Centre,43.675648,-79.4527619,19
Exhibition GO (Atlantic Ave),43.637695491830144,-79.42023184193503,13
Broadview Ave / Westwood Ave,43.6848652,-79.356602,23
Western Battery Rd / Pirandello St,43.640075,-79.414156,29
Gordonridge Pl / Danforth Rd,43.72729077290258,-79.25237907196654,14
Bathurst St / Front St W,43.64134790000001,-79.4013882,33
Queen St E / Nursewood Rd,43.673831,-79.281455,19
Kingston Rd / Markham Rd,43.73878438927323,-79.21746485700835,15
Danforth Ave / Gough Ave,43.678401,-79.346289,24
E.T. Seton Park (Eglinton Ave E / Leslie St),43.715951,-79.351246,26
Brimley Rd / McCowan District Park,43.72704086366749,-79.24391402446746,19
36 Park Lawn Rd,43.62369169999999,-79.4838132,14
Simcoe St / Wellington St W North,43.6462176,-79.3855048,15
Humber Bay Shores Park East,43.6308933,-79.4722622,21
2300 Lakeshore Blvd W,43.61868,-79.48674,14
Wellesley St E / Jarvis St,43.6662047,-79.37901219999999,21
Howard Park Ave / Parkside Dr,43.648657,-79.458111,15
Ramsden Park,43.676184561302776,-79.38962496400146,15
Sackville St / Eastern Ave - SMART,43.653809,-79.3595,12
Willingdon Blvd / Bloor St W (Green P),43.64817,-79.510392,13
Niagara St / Richmond St W,43.64534,-79.409597,42
Simcoe St / Pullan Pl,43.65105290412541,-79.38764943227872,30
Dalton Rd / Bloor St W,43.6662942,-79.4066433,15
Yonge St / Dundonald St - SMART,43.665801,-79.384796,10
Bond Ave / Don Mills Trail,43.74475834253035,-79.35348069940567,19
Grenoble Dr / Gateway Blvd,43.71513211098082,-79.33413623320465,13
King St E / Victoria St,43.6495789,-79.3762096,17
Kendal Ave / Bernard Ave,43.671513,-79.408317,14
Oak St / Sackville St,43.6613642,-79.3641171,19
Hanna Ave / Liberty St,43.638608601636705,-79.41965437361068,17
Kendal Ave / Spadina Rd,43.670318,-79.405181,9
McGill St / Church St,43.660694,-79.379052,19
Lynn Williams St / Pirandello St ,43.639124514797004,-79.41423166721611,16
Coronation Park (Martin Goodman Trail),43.635007,-79.403341,17
Waterfront Trail (Rouge Hill),43.778015,-79.131911,16
Walter Saunders Park,43.699327072589426,-79.4493630391668,15
Broadview Subway Station,43.6772,-79.35858,13
Beaty Ave / Queen St W,43.6393107,-79.4408141,18
East Lynn Ave / Danforth Ave,43.6850809,-79.3149901,14
Humber Bay Shores Park / Marine Parade Dr,43.626265,-79.476723,54
Wilket Creek Park,43.720645,-79.355474,26
Balliol St / Yonge St - SMART,43.6978701,-79.39419,36
Ursula Franklin St / Huron St - SMART,43.660274,-79.398049,17
Cherry St / Distillery Ln,43.650279,-79.356832,12
Ellis Ave / The Queensway,43.63855,-79.46693,19
Ulster St / Bathurst St,43.66,-79.4088888888889,11
Hayter St / La Plante Ave,43.6591666666667,-79.3855555555556,20
Lisgar St / Queen St W - SMART,43.64299174164139,-79.42355911563249,20
King's Mill Park,43.64920406876699,-79.49336334201408,26
Richmond St E / Jarvis St Green P,43.652634,-79.374222,8
Rogers Rd / Bicknell Ave,43.68189526215492,-79.4736382392868,23
Soudan Ave / Yonge St ,43.70430959999999,-79.3972815,18
Ferrand Dr / Rochefort Dr,43.719632535237835,-79.33199950866776,19
Yonge St / Orchard View Blvd,43.7083577,-79.39886200000001,35
East Liberty St / Western Battery Rd,43.6392777,-79.4115736,16
Yonge St / North York Blvd,43.76726589934926,-79.41263489814757,22
Lake Shore Blvd W / Thirty Ninth Street,43.5927419,-79.54033009999999,18
Euclid Ave / Bloor St W,43.664467,-79.414783,19
Dundas St E / Parliament St,43.659575,-79.365769,14
Lisgar Park,43.6423847,-79.4240277,34
Lake Shore Blvd W / Long Branch Ave,43.59445833196281,-79.53387390859834,11
Lillian St / Soudan Ave - SMART,43.70607287248461,-79.39356161653288,30
Cosburn Ave / Donlands Ave,43.690537,-79.341307,19
Luttrell Ave / Danforth Ave,43.6897656,-79.2939525,15
Jane St / Queens Dr,43.70673804962302,-79.50477543802873,15
Bloor St W / High Park Ave (High Park),43.6535269,-79.4650569,21
Front St E / Scott St,43.6476616,-79.37549,11
Queen St W / Dovercourt Rd,43.6438602,-79.4227573,9
Lake Shore Blvd W / Ellis Ave,43.635932,-79.465083,17
Dundas St W / St. Patrick St,43.6545174,-79.3895315,17
Yonge St / Golfdale Rd,43.732016,-79.403637,15
Ossington Ave / Harrison St,43.651111111111106,-79.4213888888889,17
35 Erindale Ave,43.67729,-79.35741,18
Adelaide St W / Strachan Ave,43.643253094827294,-79.41230469904167,15
Duncan Mill Rd / Valleybrook Dr,43.76167125342455,-79.35258302698364,15
The Kingsway / Ashley Rd,43.66279594478841,-79.51959827976225,15
Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,25
Weston Rd / St Clair Ave W,43.673019,-79.467994,19
Albany Ave / Dupont St,43.67348899977229,-79.41339520555726,15
Concord Ave / Dewson St,43.656945,-79.424911,16
Dufferin St / Finch Corridor Trail,43.7724019,-79.4675395,19
1525 Dundas St W,43.64957,-79.432446,15
Princess St / Front St E,43.650297574961044,-79.36648460341635,14
Pharmacy Ave / Danforth Ave,43.6929478,-79.28339980000001,15
Scott St / The Esplanade,43.64659663170443,-79.37530913867988,19
St Clair Ave W / Gunns Rd,43.672079,-79.470171,23
Sorauren Ave / Geoffrey St - SMART,43.649172,-79.4445087,15
Downsview Park Blvd / Keele St  - SMART,43.73673829262113,-79.48227195568086,16
Winona Dr / Davenport Rd,43.674923,-79.430465,10
Bloor St W / Manning Ave - SMART,43.663912,-79.416124,42
Gerrard St E / Victoria Park Ave - SMART,43.686962,-79.286864,15
Toronto Inukshuk Park,43.6323994,-79.40978179999999,46
Mount Pleasant Rd / Davisville Ave - SMART,43.70088225686968,-79.38736016665911,16
Finch Subway Station ,43.781877158752955,-79.41528502874928,17
Scarlett Rd / Clairton Cres,43.67597251709289,-79.50582129577026,14
Willcocks St / St. George St,43.662085,-79.397735,15
Queens Quay E / Lower Sherbourne St,43.645215,-79.364898,26
Bridgman Ave / Kendal Ave,43.675556,-79.410278,15
Langford Ave / Danforth Ave - SMART,43.6800218,-79.3405681,32
St. George St / Willcocks St,43.662452744495575,-79.3978384219513,34
Eglinton Ave W / Ennerdale Rd,43.695032348609836,-79.45302971031188,12
Wallace Ave / Pauline Ave,43.6632257,-79.4397052,17
Lonsdale Rd / Spadina Rd,43.688526,-79.412903,14
Roncesvalles Ave / Fermanagh Ave,43.646314469245205,-79.44879407014527,18
Warden Subway Station,43.71161098023304,-79.28055565662231,17
Riverdale Park North (Broadview Ave),43.671172,-79.354704,15
Victoria Park Subway Station - SMART,43.6940155,-79.2889842,20
Queen St E / Berkeley St,43.6552778,-79.36583333333333,15
Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15
Gerrard St E / Main St,43.684261,-79.299332,23
Bay St / Queens Quay W (Ferry Terminal),43.640978,-79.376785,34
Wellesley Station Green P,43.66496415990742,-79.38355031526893,14
Baldwin St / Spadina Ave - SMART,43.654905,-79.398448,18
Tyndall Ave / King St W - SMART,43.638426,-79.429142,15
Front St W / Blue Jays Way,43.643473,-79.390477,13
Gerrard St E / River St,43.663993,-79.358534,10
King St E / Jarvis St,43.650325,-79.372287,25
Bay St / Harbour St ,43.64215,-79.377,23
Thompson St / Carroll St,43.65907064983235,-79.35240134225845,19
Hillsdale Ave E / Mount Pleasant Rd,43.70512126615395,-79.3890271081274,15
Bloor St W / Kingsmill Rd,43.64927890131737,-79.50312995581972,11
Don Mills Rd / Fairview Mall Dr,43.77888550790407,-79.34837169762268,15
Berkeley St / Adelaide St E - SMART,43.653359,-79.365023,12
Front St W / University Ave (1),43.6451635,-79.3831757,18
Danforth Rd / Birchmount Rd ,43.70688,-79.26850999999999,14
Dunn Ave / Queen St W,43.639522754211804,-79.43395976815727,14
Braemar Ave / Eglinton Ave W,43.7041957,-79.4094472,15
John St  / Mercer St - SMART,43.6461,-79.3895,11
800 Fleet St (North),43.63682856154585,-79.40884160367011,31
25 York St – Union Station South,43.643667,-79.380414,11
Nelson St / Duncan St,43.648711,-79.389728,29
Essex St / Christie St,43.6686111,-79.42027777777778,19
Eastwood Rd / Woodbine Ave - SMART,43.676216,-79.309395,14
G Ross Lord Park,43.7781116,-79.467963,17
Briar Hill Ave / Yonge St - SMART,43.713524,-79.400162,15
D'Arcy St / McCaul St - SMART,43.655227,-79.39201,15
Crawford St / Queen St W,43.645665,-79.415345,19
Queen St W / Ossington Ave,43.643975,-79.419576,30
Albany Ave / Bloor St W,43.66554144421798,-79.41010317605742,14
Bloor St W / Shaw St - SMART,43.662403,-79.423098,34
York St / Wellington St W (2),43.647043061824,-79.38314120681535,27
Lumsden Ave / Eastdale Ave,43.69413548199171,-79.30058718775287,19
Parliament St / Aberdeen Ave,43.665278,-79.368333,15
Driftwood Ave / Finch Corridor Trail,43.7603624,-79.5162777,18
Keele St / Annette St,43.66402,-79.46418,15
Lower Spadina Ave / Lake Shore Blvd W,43.638497,-79.39192,19
Temperance St / Bay St,43.6506,-79.381285,23
St Clair Ave W / Robina Ave,43.68005,-79.43469,15
Colgate Ave / Carlaw Ave,43.6623658,-79.3413344,19
Park Lawn Rd / Berry Rd,43.63605238134247,-79.49325238769686,14
Lake Shore Blvd E / Leslie St,43.659195,-79.329196,18
51 Parliament St,43.652169,-79.362841,18
Emmett Ave,43.68735514096443,-79.50623313806341,18
York St / Harbour St (Love Park),43.64101663053319,-79.38035903750381,14
Bloor St W / Dundas St W,43.6563889,-79.45166666666667,13
Humber River Hospital ,43.72537884183677,-79.48719674218903,14
60 Carl Hall Rd - SMART,43.74796393423666,-79.47521217354125,20
Bay St / St. Joseph St,43.665527,-79.387499,14
Yonge St / Dundas Sq,43.655766,-79.3802,30
Bay St / College St (West Side) - SMART,43.660087,-79.385655,16
Amelia St / Sumach St,43.66852,-79.363525,11
Bond St / Queen St E,43.653236,-79.376716,35
Noble St / Queen St W,43.6424558,-79.4296346,15
Church St / Dundas St E - SMART,43.657024,-79.377257,19
Arlington Parkette,43.69105005197055,-79.43281746494293,12
Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,12
Kingston Rd / Beech Ave,43.680095,-79.291714,13
Rusholme Park Cres / College St,43.65277778,-79.42972222,13
Boston Ave / Queen St E- SMART,43.661601650964336,-79.33894582857273,12
Augusta Ave / Dundas St W,43.652473,-79.401456,13
Hocken Ave / Vaughan Rd,43.6817346,-79.4184725,18
12 Harbour St,43.6425636,-79.3762,14
St Clair Ave W / Caledonia Rd,43.6754247,-79.4547813,14
York Recreation Centre,43.688153079245126,-79.48219789940566,23
Tobermory Dr / Finch Corridor Trail,43.7611741,-79.5114452,19
20 Charles St E,43.6691099,-79.38551,13
Priscilla Ave / Dundas St W,43.664665,-79.489385,22
Dufferin St / Sylvan Av (Dufferin Grove Park),43.6555556,-79.43361111111112,19
Shuter St/River St,43.659296,-79.358035,15
York University Station (South) - SMART,43.77345,-79.5002,16
Frederick St / King St E,43.651118,-79.369411,46
19 Glendora Ave,43.75921143833388,-79.40960364801701,11
Wallace Ave / Symington Ave - SMART,43.661324,-79.449534,10
University Ave / Queen St W,43.65052424212547,-79.38672702579497,15
King St W / Joe Shuster Way,43.639444,-79.423611,23
Simcoe St / Wellington St W South,43.6458569,-79.3853654,26
Nassau St / Bellevue Ave,43.65484215542248,-79.40351232494366,14
Pretoria Ave / Broadview Ave,43.6783213,-79.35822,19
Neil McLellan Park,43.65143,-79.47779,14
Dundonald St / Church St,43.66663,-79.38148,37
Union Station,43.645609,-79.380386,42
Bathurst St / Housey St,43.63781903961206,-79.40013176752855,23
Avenue Rd / Macpherson Ave ,43.67794376009951,-79.39836278587889,14
190 Queens Quay E,43.6451308,-79.36536439999999,14
265 Armadale Ave,43.6501644,-79.48296909999999,29
Gladstone Ave / Queen St W,43.64314139337404,-79.42728015945511,15
Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11
Wychwood Ave / Benson Ave - SMART,43.6809164,-79.4229684,16
Queen St W / Shaw St,43.6442457,-79.41610440000001,22
Lake Shore Blvd W / Brow Dr,43.591410003452495,-79.54418190344097,13
The Pond Rd / Sentinel Rd,43.7696262,-79.5025943,27
365 Lippincott St,43.6649482,-79.40947,31
St Clair West Subway Station - Heath Entrance,43.686352,-79.415894,23
Fort York  Blvd / Capreol Ct,43.639832,-79.395954,46
Lansdowne Ave / Whytock Ave,43.6538888888889,-79.4413888888889,13
Queens Park Cres / College St ,43.66018127636866,-79.39083271520538,23
Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,21
Queens Quay E / Merchants' Wharf,43.64643026333144,-79.3618163165329,25
Lake Shore Blvd W / Windermere Ave,43.634896,-79.467763,17
Sumach St / Carlton St (Riverdale Farm),43.665867,-79.362506,14
Bloor St W / Pacific Ave,43.65412449999999,-79.4636388,6
Marie Curtis Park,43.5880774,-79.5432067,22
College St / Crawford St,43.655,-79.418889,19
Dundas St E / Pembroke St ,43.658295,-79.372346,16
Wells St / Brunswick Ave,43.67105163758377,-79.40904755211488,14
Rogers Rd / Prospect Cemetery,43.68323,-79.455765,23
Hubbard Blvd / Balsam Av,43.669328,-79.288949,19
Spadina Ave / Sussex Ave ,43.66402799999999,-79.40297869999999,34
Sentinel Rd / Sheppard Ave W,43.74386580997666,-79.49181654358595,15
541 Huron St - SMART,43.670206,-79.402643,19
Judson St / Royal York Rd,43.6162721,-79.4990363,16
Fort York Blvd / Bathurst St - SMART,43.639052,-79.399792,20
Keele St / Vine Ave,43.66686,-79.46526,22
College Park South,43.65945682499,-79.38236466864778,18
1926 Lake Shore Blvd W,43.6357643,-79.4674917,20
Wellington St W / Stafford St,43.6409957,-79.40966630000001,22
Centennial College (Ashtonbee Campus),43.73003601845614,-79.2920036521843,18
Chatham Ave / Byron Ave,43.6798678328407,-79.33424613862303,15
Niagara St / Portland St,43.6425791,-79.40011729999999,11
Carlaw Ave / Dundas St E,43.665076,-79.341509,17
Sunnybrook Health Centre - S Wing,43.720998,-79.377456,9
Tiago Ave / Westview Blvd,43.71101621552703,-79.30675743891624,13
Wynford Heights Cres / Concorde Pl,43.72749778259739,-79.32714222209015,10
High Park Subway Station,43.6543604,-79.4655296,9
Ward St / Wallace Ave,43.662857,-79.44618,14
Frederick St / The Esplanade,43.6487245,-79.36839,19
Avenue Rd / Cumberland St ,43.669821695059376,-79.39444614603269,15
Humber Bay Shores Park West,43.6224434,-79.480284,29
Yonge St / Montgomery Ave - SMART,43.70960859570095,-79.39915125005619,12
York St / Wellington St W (1) ,43.646734,-79.38301,22
Queen St E / Sackville St,43.6561111,-79.36138888888888,14
101 Cedarvale Ave,43.6868681,-79.3110942,6
Jane St / Yewtree Blvd,43.75531728502427,-79.51704708227844,15
Elizabeth St / Edward St (Bus Terminal),43.656026,-79.385327,14
Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,14
Widmer St / King St W,43.6463574,-79.391206,9
Yonge St / Wood St,43.6622222,-79.3825,14
Woodbine Subway Station,43.686442,-79.313404,15
Lascelles Blvd / Eglinton Ave W,43.70547,-79.40355,19
91 Via Italia,43.67665014253828,-79.44503029755326,23
Sharpe St / Park St (Sandown Park),43.7105975,-79.2541175,15
Wellesley St E / Parliament St,43.6682342,-79.3702641,15
Glebe Rd W / Yonge St,43.7005976,-79.397345,18
Palmerston Blvd / Lennox St,43.66335070995886,-79.41312798316125,8
Eglinton Ave W / Henning Ave SMART,43.7063473,-79.40161,20
Caledonia Rd / Lotherton Pathway,43.70756436685646,-79.46571474966814,19
Eglinton Ave W / Scarlett Rd,43.6834703,-79.5108942,21
Harvie Ave / Rogers Rd,43.68402031135697,-79.45297885330353,19
Lake Shore Blvd W / Twenty Fourth St,43.597082,-79.522768,17
Yonge St / Merton St ,43.6962750705313,-79.39629396191867,23
Danforth Ave / Westlake Ave,43.687323,-79.304848,15
Erskine Ave / Yonge St SMART,43.7112153,-79.39894,16
Soho St / Queen St W,43.649649714291584,-79.39372141352654,15
Adelaide St E / Parliament St,43.65378337432506,-79.36335973372954,22
Davenport Rd / Dovercourt Rd - SMART,43.6741219,-79.4352208,16
Church St / Bloor St E,43.671389,-79.382919,14
University Ave / Gerrard St W - SMART(South),43.65748153286412,-79.38921396018827,16
Liberty St / Fraser Ave Green P,43.637981,-79.424146,18
St Clair Ave W / Avenue Rd ,43.68688938028234,-79.40099513147447,12
Robert St / Bloor St W - SMART,43.665846,-79.404998,18
Beverley St / College St,43.6575,-79.39527777777778,22
George St / King St E,43.6509552,-79.3707,12
Duncan St / Adelaide St W - SMART,43.64813057569729,-79.38858106137695,11
Dentonia Park,43.694341,-79.291416,21
Blantyre Park,43.68306889999999,-79.279682,22
Ripley Ave / Ormskirk Ave,43.6390437,-79.4760109,22
College St / Huron St,43.658148,-79.398167,18
Bathurst St / Dundas St W,43.6518918789007,-79.40577861712723,25
Ontario Place Blvd / Lake Shore Blvd W,43.6322445,-79.4108105,27
Bartlett Parkette,43.6702236,-79.4360232,22
Queen St W / Cowan Ave,43.64089724173822,-79.43283582518329,17
Sumach St  / Queen St E,43.656638,-79.358749,19
Moore Park,43.693256,-79.383238,10
Queen St E / Woodward Ave,43.665269,-79.319796,18
Front St E / Bayview Avenue,43.6535,-79.354068,21
E.T Seton Park - South ,43.70503461857136,-79.33547292037659,23
St Clair Ave W / Bathurst St.,43.683296,-79.418734,19
The Pond Rd / Ian Macdonald Blvd,43.77086729028769,-79.49812990660705,14
Carlaw Ave / Danforth Ave,43.678285,-79.347346,13
Logan Ave / Bain Ave,43.6720273,-79.3470557,19
Sterling Rd / Dundas St W,43.6508333333333,-79.4430555555556,18
Gould St / Yonge St (TMU),43.657424,-79.381019,20
406 Oakwood Ave,43.68827060022711,-79.43937767081853,16
Simcoe St / Queen St W,43.65049,-79.3873,36
Cherry Beach Sports Fields (55 Unwin Ave),43.6408346,-79.3429074,29
Brimley Rd / Lawrence Ave E ,43.75404854399297,-79.2553167552948,39
Dundas St W / Roncesvalles Ave Green P -SMART,43.6534268,-79.4512787,11
Pottery Rd / Lower Don River Trail,43.688148,-79.362101,15
457 King St W,43.6452091,-79.3960744,19
Danforth Ave / Coxwell Ave,43.683378,-79.322961,15
Bloor St W / Brock Ave,43.6589882,-79.438715,9
Wells Hill Ave / St Clair Ave W,43.683351,-79.41562,15
Bay St / Dundas St W,43.655350778457056,-79.38345966759798,55
